878856.0,0.0,0.0,0.0,0.0
879156.0,70.97,104.67,13.97,0.15
879456.0,81.47,122.98,16.18,0.34
879756.0,84.02,145.03,14.29,0.55
880056.0,84.45,148.72,15.24,0.75
880356.0,84.41,148.44,16.45,0.94
880656.0,77.73,143.17,14.31,1.05
880956.0,80.27,138.17,14.26,0.52
881256.0,81.04,137.92,15.18,0.47
881556.0,81.65,141.82,14.28,0.49
881856.0,73.55,145.34,12.11,0.62
882156.0,72.65,142.48,12.75,0.76
882456.0,80.81,147.33,15.54,0.9
882756.0,59.86,121.34,8.38,0.51
883056.0,58.49,128.79,7.89,0.37
883356.0,50.45,100.02,15.38,0.28
883656.0,40.36,72.42,7.61,0.24
883956.0,42.14,75.56,7.9,0.3
884256.0,53.39,99.0,9.35,0.38
884556.0,50.32,93.52,9.08,0.32
884856.0,50.99,105.97,8.87,0.35
885156.0,50.54,111.28,8.68,0.39
885456.0,39.32,77.7,7.06,0.28
885756.0,47.75,85.68,8.99,0.33
886056.0,50.46,101.29,8.2,0.29
886356.0,57.71,120.51,8.78,0.27
886656.0,45.18,122.76,5.78,0.27
886956.0,45.47,134.76,5.72,0.31
887256.0,41.03,114.44,5.6,0.28
887556.0,36.39,109.12,3.51,0.29
887856.0,39.96,100.34,4.39,0.2
888156.0,46.99,111.49,6.9,0.18
888456.0,48.19,129.5,7.28,0.22
888756.0,49.07,126.56,7.09,0.26
889056.0,35.29,91.24,4.9,0.23
889356.0,39.4,84.36,6.22,0.24
889656.0,48.71,94.68,8.67,0.26
889956.0,50.34,107.86,8.23,0.28
890256.0,53.0,135.9,7.1,0.3
890556.0,58.0,131.26,9.84,0.32
890856.0,49.22,117.73,7.95,0.36
891156.0,26.86,50.28,5.25,0.19
891456.0,41.02,56.0,11.96,0.2
891756.0,52.47,79.3,13.0,0.26
892056.0,90.59,133.49,20.27,0.35
892356.0,86.71,150.46,18.56,0.49
892656.0,164.82,294.91,32.11,1.31
892956.0,87.64,149.21,17.56,0.84
893256.0,59.31,83.61,13.95,0.49
893556.0,67.18,96.82,17.07,0.52
893856.0,58.98,88.91,13.14,0.56
894156.0,81.4,136.72,15.33,0.52
894456.0,90.58,147.48,17.6,0.64
894756.0,78.37,145.19,13.57,0.83
