,Unnamed: 0,jID,moment,cpu_rate,mem_usage,disk_io_time,disk_space
0,2011-05-01 00:10:00,6176858948,600000000.0,0.0117403571847,0.0117403571847,0.0117403571847,0.477092720153
1,2011-05-01 00:20:00,6176858948,1200000000.0,0.00980706025852,0.00980706025852,0.00980706025852,0.476766909231
2,2011-05-01 00:30:00,6176858948,1800000000.0,0.0168484783387,0.0168484783387,0.0168484783387,0.476984150665
3,2011-05-01 00:40:00,6176858948,2400000000.0,0.00734708338508,0.00734708338508,0.00734708338508,0.476658328358
4,2011-05-01 00:50:00,6176858948,3000000000.0,0.0105940589364,0.0105940589364,0.0105940589364,0.476441234917
5,2011-05-01 01:00:00,6176858948,3600000000.0,0.0108463854252,0.0108463854252,0.0108463854252,0.476875774705
6,2011-05-01 01:10:00,6176858948,4200000000.0,0.00905164410952,0.00905164410952,0.00905164410952,0.477310189268
7,2011-05-01 01:20:00,6176858948,4800000000.0,0.0366638907533,0.0366638907533,0.0366638907533,0.477309802211
8,2011-05-01 01:30:00,6176858948,5400000000.0,0.0256088990362,0.0256088990362,0.0256088990362,0.477960945926
9,2011-05-01 01:40:00,6176858948,6000000000.0,0.0235078119332,0.0235078119332,0.0235078119332,0.477743658956
10,2011-05-01 01:50:00,6176858948,6600000000.0,0.0341174272851,0.0341174272851,0.0341174272851,0.478177914143
11,2011-05-01 02:00:00,6176858948,7200000000.0,0.0236694015357,0.0236694015357,0.0236694015357,0.478611987185
12,2011-05-01 02:10:00,6176858948,7800000000.0,0.0241034803841,0.0241034803841,0.0241034803841,0.478828887098
13,2011-05-01 02:20:00,6176858948,8400000000.0,0.029013892624,0.029013892624,0.029013892624,0.479046014691
14,2011-05-01 02:30:00,6176858948,9000000000.0,0.0167151851363,0.0167151851363,0.0167151851363,0.479371939453
15,2011-05-01 02:40:00,6176858948,9600000000.0,0.0178169903115,0.0178169903115,0.0178169903115,0.47796112807
16,2011-05-01 02:50:00,6176858948,10200000000.0,0.0238620779723,0.0238620779723,0.0238620779723,0.477852513046
17,2011-05-01 03:00:00,6176858948,10800000000.0,0.0182230664528,0.0182230664528,0.0182230664528,0.478503577073
18,2011-05-01 03:10:00,6176858948,11400000000.0,0.00834437462992,0.00834437462992,0.00834437462992,0.478503656761
19,2011-05-01 03:20:00,6176858948,12000000000.0,0.0187024253028,0.0187024253028,0.0187024253028,0.476983957136
20,2011-05-01 03:30:00,6176858948,12600000000.0,0.0101838408817,0.0101838408817,0.0101838408817,0.477743909405
21,2011-05-01 03:40:00,6176858948,13200000000.0,0.00957377608479,0.00957377608479,0.00957377608479,0.474812726739
22,2011-05-01 03:50:00,6176858948,13800000000.0,0.00588506524041,0.00588506524041,0.00588506524041,0.474269628847
23,2011-05-01 04:00:00,6176858948,14400000000.0,0.0151618446515,0.0151618446515,0.0151618446515,0.474378346328
24,2011-05-01 04:10:00,6176858948,15000000000.0,0.0136915005232,0.0136915005232,0.0136915005232,0.473509585506
25,2011-05-01 04:20:00,6176858948,15600000000.0,0.0195705092252,0.0195705092252,0.0195705092252,0.474269423935
26,2011-05-01 04:30:00,6176858948,16200000000.0,0.0063552022731,0.0063552022731,0.0063552022731,0.474377902351
27,2011-05-01 04:40:00,6176858948,16800000000.0,0.0056965537278,0.0056965537278,0.0056965537278,0.473944045606
28,2011-05-01 04:50:00,6176858948,17400000000.0,0.00722992239094,0.00722992239094,0.00722992239094,0.474052649246
29,2011-05-01 05:00:00,6176858948,18000000000.0,0.00925053675368,0.00925053675368,0.00925053675368,0.473618382676
30,2011-05-01 05:10:00,6176858948,18600000000.0,0.00857291058649,0.00857291058649,0.00857291058649,0.473184275481
31,2011-05-01 05:20:00,6176858948,19200000000.0,0.00828798980366,0.00828798980366,0.00828798980366,0.470796202092
32,2011-05-01 05:30:00,6176858948,19800000000.0,0.0171704794344,0.0171704794344,0.0171704794344,0.47047039117
33,2011-05-01 05:40:00,6176858948,20400000000.0,0.0167096344805,0.0167096344805,0.0167096344805,0.470470265945
34,2011-05-01 05:50:00,6176858948,21000000000.0,0.00472833316441,0.00472833316441,0.00472833316441,0.470687393539
35,2011-05-01 06:00:00,6176858948,21600000000.0,0.0079991273526,0.0079991273526,0.0079991273526,0.470470425322
36,2011-05-01 06:10:00,6176858948,22200000000.0,0.0142615317948,0.0142615317948,0.0142615317948,0.470904919573
37,2011-05-01 06:20:00,6176858948,22800000000.0,0.0119953360439,0.0119953360439,0.0119953360439,0.470361741993
38,2011-05-01 06:30:00,6176858948,23400000000.0,0.00434702418979,0.00434702418979,0.00434702418979,0.46884190576
39,2011-05-01 06:40:00,6176858948,24000000000.0,0.00561109822008,0.00561109822008,0.00561109822008,0.466996178916
40,2011-05-01 06:50:00,6176858948,24600000000.0,0.00552920848175,0.00552920848175,0.00552920848175,0.466561764353
41,2011-05-01 07:00:00,6176858948,25200000000.0,0.0131044484115,0.0131044484115,0.0131044484115,0.46699601954
42,2011-05-01 07:10:00,6176858948,25800000000.0,0.0206045932379,0.0206045932379,0.0206045932379,0.46743022919
43,2011-05-01 07:20:00,6176858948,26400000000.0,0.0117288518697,0.0117288518697,0.0117288518697,0.468732926446
44,2011-05-01 07:30:00,6176858948,27000000000.0,0.00710442663043,0.00710442663043,0.00710442663043,0.467973076634
45,2011-05-01 07:40:00,6176858948,27600000000.0,0.0100914786719,0.0100914786719,0.0100914786719,0.467973497843
46,2011-05-01 07:50:00,6176858948,28200000000.0,0.00891324658736,0.00891324658736,0.00891324658736,0.466887723268
47,2011-05-01 08:00:00,6176858948,28800000000.0,0.00972877142031,0.00972877142031,0.00972877142031,0.466561946498
48,2011-05-01 08:10:00,6176858948,29400000000.0,0.00707815762492,0.00707815762492,0.00707815762492,0.467321978455
49,2011-05-01 08:20:00,6176858948,30000000000.0,0.00988498022403,0.00988498022403,0.00988498022403,0.467430582095
50,2011-05-01 08:30:00,6176858948,30600000000.0,0.00913103956581,0.00913103956581,0.00913103956581,0.467539299576
51,2011-05-01 08:40:00,6176858948,31200000000.0,0.00241942195541,0.00241942195541,0.00241942195541,0.46688787126
52,2011-05-01 08:50:00,6176858948,31800000000.0,0.00649655077682,0.00649655077682,0.00649655077682,0.466562219715
53,2011-05-01 09:00:00,6176858948,32400000000.0,0.00615467604985,0.00615467604985,0.00615467604985,0.466344966897
54,2011-05-01 09:10:00,6176858948,33000000000.0,0.00639470678222,0.00639470678222,0.00639470678222,0.466562219715
55,2011-05-01 09:20:00,6176858948,33600000000.0,0.00944640815483,0.00944640815483,0.00944640815483,0.46580210807
56,2011-05-01 09:30:00,6176858948,34200000000.0,0.0143220620475,0.0143220620475,0.0143220620475,0.465802028381
57,2011-05-01 09:40:00,6176858948,34800000000.0,0.0131935048193,0.0131935048193,0.0131935048193,0.46601903075
58,2011-05-01 09:50:00,6176858948,35400000000.0,0.00810778670938,0.00810778670938,0.00810778670938,0.466344875825
59,2011-05-01 10:00:00,6176858948,36000000000.0,0.0111610071349,0.0111610071349,0.0111610071349,0.465693686573
60,2011-05-01 10:10:00,6176858948,36600000000.0,0.00998889693188,0.00998889693188,0.00998889693188,0.465151032658
61,2011-05-01 10:20:00,6176858948,37200000000.0,0.045408116183,0.045408116183,0.045408116183,0.463522547249
62,2011-05-01 10:30:00,6176858948,37800000000.0,0.00692326095407,0.00692326095407,0.00692326095407,0.464933529392
63,2011-05-01 10:40:00,6176858948,38400000000.0,0.00437878237231,0.00437878237231,0.00437878237231,0.454295575099
64,2011-05-01 10:50:00,6176858948,39000000000.0,0.00723110980971,0.00723110980971,0.00723110980971,0.453753183017
65,2011-05-01 11:00:00,6176858948,39600000000.0,0.011646751347,0.011646751347,0.011646751347,0.448542997348
66,2011-05-01 11:10:00,6176858948,40200000000.0,0.0188514793815,0.0188514793815,0.0188514793815,0.44604624063
67,2011-05-01 11:20:00,6176858948,40800000000.0,0.0109857139118,0.0109857139118,0.0109857139118,0.445612008211
68,2011-05-01 11:30:00,6176858948,41400000000.0,0.00638492287311,0.00638492287311,0.00638492287311,0.437904633231
69,2011-05-01 11:40:00,6176858948,42000000000.0,0.00678379721417,0.00678379721417,0.00678379721417,0.432585843921
70,2011-05-01 11:50:00,6176858948,42600000000.0,0.00800539818841,0.00800539818841,0.00800539818841,0.430957586191
