0,2011-05-01 00:10:00,6176858948,600000000,0.668381,0.1587458,0.0062236321,0.004190895
1,2011-05-01 00:20:00,6176858948,1200000000,0.558318,0.1649203,0.000704743,0.004188033
2,2011-05-01 00:30:00,6176858948,1800000000,0.95918741,0.18737062,0.0075681171,0.0041899413
3,2011-05-01 00:40:00,6176858948,2400000000,0.418271,0.17028956,0.0015963639,0.0041870792
4,2011-05-01 00:50:00,6176858948,3000000000,0.603122,0.1616685,0.0006170105,0.0041851722
5,2011-05-01 01:00:00,6176858948,3600000000,0.617487,0.15593353,0.002476678,0.0041889893
6,2011-05-01 01:10:00,6176858948,4200000000,0.515312,0.160236,0.0012149616,0.0041928053
7,2011-05-01 01:20:00,6176858948,4800000000,2.087283,0.27270039,0.0030765375,0.0041928019
8,2011-05-01 01:30:00,6176858948,5400000000,1.45792,0.25205624,0.0026187999,0.0041985217
9,2011-05-01 01:40:00,6176858948,6000000000,1.33830467,0.200382319,0.0137294674,0.004196613
10,2011-05-01 01:50:00,6176858948,6600000000,1.9423123,0.2464716,0.0106870247,0.0042004276
11,2011-05-01 02:00:00,6176858948,7200000000,1.347504,0.26311219,0.0024299686,0.0042042406
12,2011-05-01 02:10:00,6176858948,7800000000,1.3722162,0.22098425,0.0086784692,0.0042061459
13,2011-05-01 02:20:00,6176858948,8400000000,1.651767,0.2509171,0.0010404431,0.0042080532
14,2011-05-01 02:30:00,6176858948,9000000000,0.951599,0.2161358,0.0032578429,0.0042109162
15,2011-05-01 02:40:00,6176858948,9600000000,1.014325,0.17822191,0.0085323504,0.0041985233
16,2011-05-01 02:50:00,6176858948,10200000000,1.35847311,0.20217232,0.0177186244,0.0041975692
17,2011-05-01 03:00:00,6176858948,10800000000,1.037443,0.25783991,0.0051915939,0.0042032883
18,2011-05-01 03:10:00,6176858948,11400000000,0.475047,0.183168173,0.0057525716,0.004203289
19,2011-05-01 03:20:00,6176858948,12000000000,1.064733,0.1930441,0.0088558251,0.0041899396
20,2011-05-01 03:30:00,6176858948,12600000000,0.5797682,0.17683781,0.0014687282,0.0041966152
21,2011-05-01 03:40:00,6176858948,13200000000,0.545037083,0.1378277237,0.009263968,0.004170867
22,2011-05-01 03:50:00,6176858948,13800000000,0.335038,0.1475452,0.0012197337,0.0041660963
